author,comment,voteCount,replyCount,channel,country
@Truthteller93,conflict gaza similarity story many religious epic poor tormented population gaza powerful ruler widen killing child poor people vassal netanyahu type scenario described old testament new testament quan pharaohmoses story many others top massacre done land prophet jesus christ crucified conspiracy roman world power time parallel bother every one,1,0,NBC News,USA
@dontbanmebrodontbanme5403,voted joe widen alternative trump good conscious stand watch thousand palestinian gunned bombed home destroyed slit told israel trying careful israel committing genocide tax dollar sorry widen cant stand trump thing would probably bad president know im getting dont like,0,0,NBC News,USA
@twmda5068,MYMEMORY WARNING : YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY . NEXT AVAILABLE IN 10 HOURS 48 MINUTES 10 SECONDS VISIT HTTPS : //MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,0,0,NBC News,USA
@cavanzki,MYMEMORY WARNING : YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY . NEXT AVAILABLE IN 10 HOURS 48 MINUTES 09 SECONDS VISIT HTTPS : //MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,0,0,NBC News,USA
@Dayjob351,hamas n't care life get equal action,0,0,NBC News,USA
@nader89,world never forgive hamas causing,0,0,NBC News,USA
@cutereptile,israel exist satan choose child,0,0,NBC News,USA
@fidelcerda4594,asked got,0,0,NBC News,USA
@channelI748,MYMEMORY WARNING : YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY . NEXT AVAILABLE IN 10 HOURS 48 MINUTES 06 SECONDS VISIT HTTPS : //MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE,0,0,NBC News,USA
@yokoNa678,much celebrating early,0,0,NBC News,USA
@theemporium5899,cry oct cry year oppression must active resistance oppress nation expect eliminated like animal know truth palestine know truth reality heart believe murdering every child baby woman man bring peace heart fear wrath god,1,0,NBC News,USA
