author,comment,voteCount,replyCount,channel,country
@kalliyahray1049,But they want u too feel bad for Jewish ppl ! They gone get get what they have coming!,0,0,BBC News,England
@onenote6619,"At what point does the guilt engendered by murder and starvation of Jewish people become outweighed by the murder and starvation of Palestinians? I honestly don't know. But I do know that if Israel keeps this up, eventually that tipping point will be reached. For a people surrounded by enemies, making the rest of the world perceive them as evil has to be a terrible move.",0,0,BBC News,England
@tomhenry897,Not dancing now,0,0,BBC News,England
@vsboy2577,IDF ran over a grave site with tanks. Crazy stuff,0,0,BBC News,England
@bhaskarc122,"Now time to pray, Now time to peace, Now time to unite of 12 tribes of Israel Christians, Now time to have greater Israel. Now time to keep Ten commandments, Now time to love and obey God. God bless Greater Israel, PM. Netanyahu and family, IDF.",0,0,BBC News,England
@virgiliobatas3395,Bias media the same al Jazeera media,0,0,BBC News,England
@Lilian-fh2ve,"May   ALMIGHTY LORD BLESS ISRAEL 
AND ALWAYS PROTECT ISRAEL AND
.IDF....LORD CAN DO EVERTING FOR ISRAEL and we thanks
The Lord",0,0,BBC News,England
@user-hn1zw5lm8v,....3 peridio to los anaslisis beck.inisial..k.p... vs kajrng.. kopi.. kb.5rp... n nazr. To mus pdw???beck.. paijem sungingan n asu tresnik n asu porjo n asu.. noboyo.. n arum.b.. n... .. sri csh yono..dekorat????v,0,0,BBC News,England
@jarosawbielski2301,"Doesn't Wisdom beckon?
and prudence does not raise her voice?",0,0,BBC News,England
@markbowden7238,Bullshit Corporation,0,0,BBC News,England
@musadube1647,You are reporting what you want us to believe on the contrary we are not fools,0,0,BBC News,England
@MuminRosdi-zc8wl,"The UN and many countries across the world have double standards, I doubt they will ceasefire after having their own nation attacked by terrorists",0,0,BBC News,England
@ManuelSandoval-zp4dh,How many filters to purify water could have been bought with the money used in rockets and tunnels?,0,0,BBC News,England
@benjamin3922,"Weren’t they running out of food water hospital supplies and fuel two months ago? I don’t doubt there is a dire situation. And a dangerous one. But all the civilians in Gaza look very healthy, fed, and hydrated. Typhus  should have said in a 6 weeks  ago.",0,0,BBC News,England
@johncollier3175,Isreal is totally in the right. The palistinian civilians make up hamas. Wake up !,0,0,BBC News,England
@BaileyOlsem-jp4rb,You said dosens died..where do you get the statistics????Hamas ministry of health ,0,0,BBC News,England
