author,comment,voteCount,replyCount,channel,country
@user-pf7tf3rf1u,And the Israeli military is still bombing. Stop my taxpayer dollars to this cruel Israeli regime.,0,0,NBC News,USA
@AlexWaniala-hi6sz,Bukede,0,0,NBC News,USA
@user-fo1ql8ht5d,Я желаю вам на себе испытать этот страх причастные в этом геноциде палестинцев несправедливые правители!,0,0,NBC News,USA
@user-ep6rt9ce1s,☝️,0,0,NBC News,USA
@yili9725,This is a CRIME,1,0,NBC News,USA
@user-vt4pm3ph9p,People of palastine dont worry ALLAH IS WITH YOU,0,0,NBC News,USA
@sid7804,What Israel is doing is wrong.,0,0,NBC News,USA
@0kaplan0,"Israel is an apartheid state that feeds on the blood suffering and death of others, look at the world map in 1948 Israel has %4 of Palestine today 8.9 million Palestinians %5 of Palestine, land robbers thief are the settlers.",0,0,NBC News,USA
@gkep7,"Netanyahu's Zionist government and the IDF, won't rest until they've taken every Palestinian life! or expelled them from Israel! We must thank Turkey and the Arab nations, for at least saving some lives, and making this temporary ceasefire possible! while the US & UK governments sided with Israel, and remained silent!",0,0,NBC News,USA
@bislanmurtazov7919,,0,0,NBC News,USA
@Muhammadishoq-lj9zv,Оллохга минг бор Шукур юртимиз тинч осмонимиз мусаффо бусин,0,0,NBC News,USA
@AtmiMaryati,Ya allah sangat menyedihkan,0,0,NBC News,USA
@fawazmughal5345,,0,0,NBC News,USA
@jascam1,"Enough with the two state solution rhetoric, that’s like the USA talk of more gun control after every active shooter incident. Just talk as the J-people grab more Palestinian land in the aim of creating the total Zionist state.",0,0,NBC News,USA
@gkep7,"The Palestinian people, are now experiencing their own holocaust! Perpetrated and actioned by Netanyahu and his evil Zionist dictators!",0,0,NBC News,USA
@robdiv5848,Turkey president is right 100% Netanyahu is the butcher of Gaza another Adolf Hitler,0,0,NBC News,USA
@gkep7,Stop the Genocide! And return Palestines stolen land!,0,0,NBC News,USA
@gkep7,Netanyahu the mass murderer!,0,0,NBC News,USA
@user-zx7jn9ju8i,They should have not danced so much after October 7th… now they have less energy for their long walk away from here ,0,0,NBC News,USA
@a9b8c6,❤❤,0,0,NBC News,USA
@syyedridwanali6753,Allah raham kare,0,0,NBC News,USA
@abubetts1846,What is going on with humanity!!!,0,0,NBC News,USA
@candraastrajingga3890,Smga Israel cepat lenyap amiiin yrobal alamiiin,0,0,NBC News,USA
@alexalex-ff5db,https://youtu.be/oenHZd8H0XA,0,0,NBC News,USA
@AJHyoton,"Although I feel really bad for these people in a not really at all kind of way, it is clear that this is just what they get for choosing the wrong religion.  What did Nelson Muntz say again?",0,0,NBC News,USA
@MohdfaizulrushdiRushdi,Help people palasting,0,0,NBC News,USA
@MohdfaizulrushdiRushdi,❤,0,0,NBC News,USA
@ch13583,почему во всем мире не любят евреев? без причины?,0,0,NBC News,USA
@johnsmith777lol,What type of life is this? Why not live in peace stop this jihad nonsense.  If you see all this problem that is self inflicted why not change direction,0,0,NBC News,USA
@user-ri4mq2sx3s,Господь Миров помоги народу Г'азы,0,0,NBC News,USA
@Rajyadav-td1ss,,1,1,NBC News,USA
@_________________________Zebra,,1,0,NBC News,USA
@ashauthay2347,( I am a mom),0,0,NBC News,USA
@noora9572,Yaallah,0,0,NBC News,USA
@AymanAysha-fx1fx,❤❤❤❤,0,0,NBC News,USA
@AymanAysha-fx1fx,Assalamualaikum Muslim Bangladesh,0,0,NBC News,USA
@jamesrock9446,I always thought the Hamas were mostly Palestinian,0,0,NBC News,USA
@Islesman29,All this because a Vienna Art school could not admit Hitler.,1,0,NBC News,USA
@bookwormsurfer,If only they would love their own children more and stop supporting terrorist groups. A Palestinian Dr. King needed. Why do they suport Hamas and not a true leader of peace? Then their lives would be so different. The definition of stupity is doing the same actions over and over. Ring a bell Palestine?,0,0,NBC News,USA
